mdx_path,photo_id,family,size,sku,variant_id,mdx_price_cents,expected_price_cents,price_ok,prodigi_status,photo_url,photo_dimensions,dpi_at_size,status,notes
content/products/photo-atmospheric-leiden-074-can.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,can,16x12,CAN-38MM-SC-16x12,photo-atmospheric-leiden-074-can-16x12,4080,4080,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,333,OK,
content/products/photo-atmospheric-leiden-074-can.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,can,20x16,CAN-38MM-SC-20x16,photo-atmospheric-leiden-074-can-20x16,5100,5100,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,250,OK,
content/products/photo-atmospheric-leiden-074-can.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,can,40x30,CAN-19MM-SC-40x30,photo-atmospheric-leiden-074-can-40x30,10880,10880,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,133,PHOTO_LOW_RES,
content/products/photo-atmospheric-leiden-074-clp.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,clp,16x20,ART-PAP-LPP-16X20,photo-atmospheric-leiden-074-clp-16x20,2250,2250,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,250,OK,
content/products/photo-atmospheric-leiden-074-clp.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,clp,24x36,ART-PAP-LPP-24X36,photo-atmospheric-leiden-074-clp-24x36,4250,4250,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,167,OK,
content/products/photo-atmospheric-leiden-074-ema.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,ema,16x20,GLOBAL-FAP-16X20,photo-atmospheric-leiden-074-ema-16x20,1530,1530,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,250,OK,
content/products/photo-atmospheric-leiden-074-ema.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,ema,a5,GLOBAL-FAP-A5,photo-atmospheric-leiden-074-ema-a5,595,595,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,686,OK,
content/products/photo-atmospheric-leiden-074-ema.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,ema,24x36,GLOBAL-FAP-24X36,photo-atmospheric-leiden-074-ema-24x36,3060,3060,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,167,OK,
content/products/photo-atmospheric-leiden-074-ema.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,ema,a4,GLOBAL-FAP-A4,photo-atmospheric-leiden-074-ema-a4,850,850,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-074-ema.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,ema,a3,GLOBAL-FAP-A3,photo-atmospheric-leiden-074-ema-a3,1190,1190,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-074-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,fap,a4,FRA-CLA-HPR-NM-GLA-A4,photo-atmospheric-leiden-074-fap-a4-black,5600,5600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-074-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,fap,a4,FRA-CLA-HPR-NM-GLA-A4,photo-atmospheric-leiden-074-fap-a4-natural-oak,5600,5600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-074-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,fap,a4,FRA-CLA-HPR-NM-GLA-A4,photo-atmospheric-leiden-074-fap-a4-white,5600,5600,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,484,OK,
content/products/photo-atmospheric-leiden-074-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,fap,a3,FRA-CLA-HPR-NM-GLA-A3,photo-atmospheric-leiden-074-fap-a3-black,8000,8000,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-074-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,fap,a3,FRA-CLA-HPR-NM-GLA-A3,photo-atmospheric-leiden-074-fap-a3-natural-oak,8000,8000,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-074-fap.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,fap,a3,FRA-CLA-HPR-NM-GLA-A3,photo-atmospheric-leiden-074-fap-a3-white,8000,8000,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,342,OK,
content/products/photo-atmospheric-leiden-074-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,gre,6x4,GLOBAL-GRE-MOH-6X4-BLA-10,photo-atmospheric-leiden-074-gre-6x4-pack10,2800,2800,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,1000,OK,
content/products/photo-atmospheric-leiden-074-gre.mdx,2025-05-22-LeidenPolderpark-2025-05-22-leidenpolderpark-74,gre,6x4,GLOBAL-GRE-MOH-6X4-BLA-20,photo-atmospheric-leiden-074-gre-6x4-pack20,5250,5250,OK,OK,https://photos.studiotj.com/print/photography/atmospheric/atmospheric-leiden-074/master.jpg,4000x6000,1000,OK,
